LEA,LEADescription,Enrollment,NativeAmericanOrAlaskan,Hispanic,NativeHawaiianOrPacificIslander,BlackAfricanAmerican,TwoOrMoreRaces,White,Asian,EconDisadvantaged,SPED,LEP
2307701,Academy OF Technology,77,0,3.896103896103,0,1.298701298701,0,94.805194805194,0,45.45,5.194805194805,1.298701298701
2307702,Academy OF Service & Tech,106,1.88679245283,2.830188679245,0,1.88679245283,0,93.396226415094,0,37.74,13.207547169811,0.943396226415
2402006,Charleston Elementary School,460,1.304347826086,5.434782608695,0,0.652173913043,4.130434782608,87.608695652173,0.869565217391,49.35,8.478260869565,0
2402007,Charleston High School,416,0.480769230769,4.086538461538,0,0.721153846153,2.163461538461,91.826923076923,0.721153846153,37.98,9.375,0
2403011,County Line Elementary School,221,3.167420814479,0,0,0.904977375565,0.452488687782,90.950226244343,4.524886877828,67.87,8.597285067873,3.167420814479
2403012,County Line High School,235,1.702127659574,0.851063829787,0,0,0.425531914893,90.63829787234,6.382978723404,62.98,11.489361702127,2.127659574468
2404004,Ozark Middle School,291,0.687285223367,2.74914089347,0.687285223367,0,0.343642611683,94.501718213058,1.030927835051,60.82,10.652920962199,1.374570446735
2404005,Ozark Kindergarten School,145,0.689655172413,2.068965517241,0,0,0.689655172413,95.862068965517,0.689655172413,64.14,13.793103448275,0.689655172413
2404015,Elgin B. Milton Elem. School,750,0.4,4,0.133333333333,0.4,1.866666666666,92.133333333333,1.066666666666,66,10.4,0.933333333333
2404016,Ozark Junior High School,270,0.37037037037,3.333333333333,0.74074074074,1.481481481481,0.37037037037,92.592592592592,1.111111111111,52.59,5.555555555555,0
2404017,Ozark High School,410,0.975609756097,2.926829268292,0.243902439024,1.219512195121,0.731707317073,92.439024390243,1.463414634146,45.12,7.560975609756,0.243902439024
2501001,Mammoth Spring Elem. School,227,0,0.440528634361,0,0,1.321585903083,97.797356828193,0.440528634361,69.16,11.01321585903,0
2501002,Mammoth Spring High School,223,0,0.448430493273,0,0,3.139013452914,96.412556053811,0,65.92,9.865470852017,0
2502005,Salem Elementary School,421,0.475059382422,4.275534441805,0,0.237529691211,4.275534441805,90.736342042755,0,65.08,14.489311163895,0
2502006,Salem High School,345,0.289855072463,2.608695652173,0,1.159420289855,1.739130434782,93.623188405797,0.579710144927,64.35,7.536231884057,0
2503009,Viola Elementary School,203,0,3.940886699507,0,0.492610837438,1.477832512315,94.088669950738,0,64.53,16.748768472906,0
2503010,Viola High School,189,0.5291005291,3.174603174603,0,0,0,96.296296296296,0,56.61,13.227513227513,0
2601001,Cutter-Morning Star Elem. Sch.,322,0.621118012422,11.490683229813,0,3.416149068322,4.968944099378,79.19254658385,0.310559006211,78.57,8.695652173913,2.173913043478
2601002,Cutter-Morning Star High Sch.,279,1.075268817204,8.960573476702,0.358422939068,3.225806451612,3.225806451612,83.154121863799,0,71.33,13.261648745519,1.433691756272
2602005,Fountain Lake Elementary,462,0.21645021645,8.874458874458,0,1.082251082251,4.329004329004,85.497835497835,0,62.34,11.255411255411,3.679653679653
2602006,Fountain Lake High School,422,2.369668246445,4.976303317535,0.473933649289,0.710900473933,4.028436018957,87.203791469194,0.236966824644,44.08,12.559241706161,2.60663507109
2602007,Fountain Lake Middle School,,0,0,0,0,0,0,0,,0,0
2602702,Fountain Lake Middle School Cobra Digital Prep Academy,422,0.236966824644,5.21327014218,0,1.421800947867,5.21327014218,87.677725118483,0.236966824644,56.16,10.663507109004,2.843601895734
2603011,Gardner Stem Magnet School,440,0.454545454545,22.045454545454,0.227272727272,27.5,4.545454545454,44.318181818181,0.90909090909,88.41,13.636363636363,15.454545454545
2603013,Summit School,126,0.79365079365,5.555555555555,0,46.825396825396,4.761904761904,41.269841269841,0.79365079365,63.49,29.365079365079,0
2603015,Oaklawn Magnet School,573,0.523560209424,16.230366492146,0,38.743455497382,9.947643979057,34.031413612565,0.523560209424,90.23,13.961605584642,10.122164048865
2603016,Park Magnet School,274,0,13.138686131386,0.364963503649,13.138686131386,4.379562043795,66.058394160583,2.919708029197,50,1.459854014598,5.839416058394
2603020,Hot Springs Middle School,546,0.91575091575,16.849816849816,0.3663003663,40.84249084249,3.663003663003,35.897435897435,1.465201465201,78.75,12.271062271062,10.62271062271
2603021,Hot Springs High School,872,0.688073394495,14.908256880733,0.229357798165,44.610091743119,0.802752293577,36.811926605504,1.949541284403,76.49,16.055045871559,10.091743119266
2603023,Langston Magnet School,332,0.602409638554,24.096385542168,0.301204819277,45.180722891566,8.734939759036,21.084337349397,0,96.99,11.44578313253,16.56626506024
2603024,Hot Springs Intermediate School,526,0.190114068441,15.399239543726,0,36.692015209125,5.323193916349,42.015209125475,0.380228136882,85.93,13.878326996197,8.93536121673
2604029,Jessieville Elementary School,421,0.475059382422,6.175771971496,0,4.513064133016,0,86.935866983372,1.900237529691,100,8.076009501187,4.038004750593
2604030,Jessieville High School,286,0.6993006993,20.27972027972,0,3.846153846153,0,73.776223776223,1.398601398601,100,11.888111888111,1.048951048951
2604031,Jessieville Middle School,196,0,5.102040816326,0,3.061224489795,0.510204081632,89.795918367346,1.530612244897,100,8.673469387755,2.04081632653
2605033,Lake Hamilton Elementary Sch,650,0.307692307692,12,0.153846153846,2.461538461538,8.923076923076,75.384615384615,0.76923076923,64.15,13.230769230769,7.230769230769
2605034,Lake Hamilton High School,1039,0.481231953801,7.795957651588,0,2.88739172281,5.871029836381,82.290664100096,0.673724735322,47.74,7.699711260827,4.138594802694
2605035,Lake Hamilton Jr. High School,701,0.285306704707,8.987161198288,0,2.139800285306,8.273894436519,79.457917261055,0.855920114122,53.78,6.41940085592,2.710413694721
2605036,Lake Hamilton Interm. School,673,0.297176820208,10.549777117384,0.297176820208,2.526002971768,5.497771173848,80.237741456166,0.594353640416,60.33,10.40118870728,7.280832095096
2605037,Lake Hamilton Middle School,693,0,11.111111111111,0.1443001443,3.174603174603,5.627705627705,79.509379509379,0.4329004329,59.02,9.379509379509,6.349206349206
2605038,Lake Hamilton Primary School,687,0.436681222707,10.04366812227,0.145560407569,2.620087336244,6.259097525473,80.494905385735,0,67.1,11.499272197962,5.531295487627
2606039,Lakeside Primary School,502,0.796812749003,11.155378486055,0,6.573705179282,4.18326693227,75.298804780876,1.992031872509,44.62,9.760956175298,6.17529880478
2606042,Lakeside Intermediate School,745,1.476510067114,12.48322147651,0.134228187919,7.785234899328,1.879194630872,74.496644295302,1.744966442953,48.05,14.496644295302,7.516778523489
2606043,Lakeside Middle School,792,0.883838383838,9.217171717171,0.50505050505,8.080808080808,2.777777777777,76.262626262626,2.272727272727,44.7,10.858585858585,4.797979797979
2606044,Lakeside High School,1280,0.390625,9.296875,0.3125,9.21875,4.375,74.0625,2.34375,32.5,8.59375,2.109375
2607046,Mountain Pine Elem. School,297,0,3.367003367003,0,8.754208754208,0,86.868686868686,1.010101010101,78.79,19.191919191919,0
2607047,Mountain Pine High School,239,0,1.673640167364,0,10.460251046025,0.836820083682,86.192468619246,0.836820083682,64.02,10.460251046025,0.418410041841
2703009,Poyen Elementary School,294,0,3.401360544217,0,0.340136054421,2.380952380952,93.877551020408,0,64.97,16.326530612244,0
2703010,Poyen High School,288,0.347222222222,1.388888888888,0.694444444444,0.347222222222,0,96.527777777777,0.694444444444,53.13,10.763888888888,0
2705018,East End Elementary School,398,0.251256281407,4.271356783919,0,2.261306532663,1.256281407035,89.698492462311,2.261306532663,56.78,14.572864321608,2.010050251256
2705019,Sheridan Elementary School,565,0,2.654867256637,0,2.477876106194,1.769911504424,92.743362831858,0.353982300884,52.57,11.150442477876,2.123893805309
2705020,Sheridan Middle School,888,1.238738738738,2.59009009009,0,1.914414414414,0,92.792792792792,1.463963963963,46.73,8.445945945945,1.801801801801
2705021,Sheridan High School,1224,0.571895424836,2.450980392156,0,3.267973856209,0.245098039215,92.075163398692,1.388888888888,37.58,8.088235294117,1.87908496732
2705023,Sheridan Intermediate School,555,0.18018018018,7.027027027027,0,3.783783783783,0.18018018018,88.108108108108,0.72072072072,50.99,10.27027027027,2.342342342342
2705024,East End Intermediate School,489,0.613496932515,5.725971370143,0,3.067484662576,0.204498977505,87.321063394683,3.067484662576,49.28,7.770961145194,5.316973415132
2803016,Marmaduke Elementary School,384,0.78125,3.125,0,0.520833333333,0.260416666666,95.3125,0,69.79,14.583333333333,0
2803017,Marmaduke High School,359,0.8356545961,1.6713091922,0,1.114206128133,0,96.378830083565,0,57.1,13.091922005571,0
2807004,Greene Cty Tech Elem. School,565,0.176991150442,3.008849557522,0,1.769911504424,0,94.513274336283,0.530973451327,56.46,16.637168141592,1.769911504424
2807007,Greene Co. Tech Middle School,560,0.357142857142,3.214285714285,0,0.892857142857,0.178571428571,94.821428571428,0.535714285714,49.46,15.357142857142,1.25
2807008,Greene Co. Tech High School,750,0,2.8,0.133333333333,1.333333333333,0,95.066666666666,0.666666666666,45.47,12.266666666666,1.466666666666
2807009,Green Co. Tech Jr. High School,530,0.188679245283,2.641509433962,0,2.641509433962,0,94.150943396226,0.377358490566,47.92,16.226415094339,1.509433962264
2807010,Greene Co. Tech Primary School,578,0.346020761245,3.114186851211,0.173010380622,2.076124567474,0.173010380622,93.598615916955,0.519031141868,55.54,11.072664359861,0.173010380622
2807011,Greene Cty Tech Intermediate,573,0,4.188481675392,0.174520069808,1.047120418848,0.174520069808,94.066317626527,0.349040139616,52.01,16.230366492146,1.919720767888
2808024,Baldwin Elementary School,252,0.396825396825,2.380952380952,0,5.95238095238,0.396825396825,90.873015873015,0,76.59,12.301587301587,1.190476190476
2808027,Woodrow Wilson Elem. School,235,0,13.191489361702,0,6.808510638297,2.978723404255,76.595744680851,0.425531914893,74.47,13.191489361702,8.936170212765
2808028,Oak Grove Middle School,497,0,6.438631790744,0,6.841046277665,1.609657947686,84.909456740442,0.20120724346,69.62,13.078470824949,2.414486921529
2808042,Paragould Junior High,469,0,5.543710021321,0,4.477611940298,1.918976545842,87.633262260127,0.426439232409,62.69,11.940298507462,1.918976545842
2808043,Paragould High School,825,0,4.727272727272,0,4.242424242424,4.363636363636,86.545454545454,0.121212121212,59.88,9.575757575757,1.333333333333
2808044,Paragould Primary School,535,0.18691588785,4.859813084112,0,5.420560747663,3.364485981308,85.233644859813,0.934579439252,74.58,10.654205607476,2.242990654205
2808045,Oak Grove Elementary School,236,0,6.779661016949,0,2.542372881355,2.118644067796,88.559322033898,0,67.37,20.762711864406,2.542372881355
2808701,Oak Grove Elem Health Wellness,,0,0,0,0,0,0,0,,0,0
2901001,Blevins Elementary School,253,1.581027667984,10.671936758893,0,13.043478260869,1.185770750988,71.93675889328,1.581027667984,86.96,10.276679841897,9.090909090909
2901002,Blevins High School,237,0,12.236286919831,0,20.675105485232,0.42194092827,66.244725738396,0.42194092827,77.64,12.658227848101,10.548523206751
2903007,Wm. Jefferson Clinton Primary,1079,0.185356811862,29.193697868396,0,44.949026876737,0.926784059314,24.281742354031,0.463392029657,87.77,8.989805375347,25.671918443002
2903008,Beryl Henry Upper Elem. School,360,0,32.222222222222,0,47.5,0,19.722222222222,0.555555555555,88.61,13.611111111111,26.666666666666
2903011,Yerger Junior High School,334,0,34.730538922155,0,46.706586826347,0,18.263473053892,0.299401197604,80.24,11.676646706586,21.556886227544
2903012,Hope High School,728,0.137362637362,26.923076923076,0,47.390109890109,0,25.412087912087,0.137362637362,72.94,9.203296703296,12.637362637362
2903013,Garland Learning Center,,0,0,0,0,0,0,0,,0,0
2906025,Spring Hill Elementary School,292,0.684931506849,6.849315068493,0.342465753424,0,7.191780821917,84.246575342465,0.684931506849,61.99,7.534246575342,2.054794520547
2906026,Spring Hill High School,278,1.438848920863,2.51798561151,0,0,2.877697841726,92.446043165467,0.719424460431,49.64,3.237410071942,0.719424460431
3001001,Bismarck Elementary School,364,0.824175824175,7.417582417582,0,1.098901098901,0,90.65934065934,0,63.46,12.912087912087,3.021978021978
3001002,Bismarck Middle School,291,1.030927835051,9.621993127147,0,0.687285223367,0.343642611683,86.941580756013,1.374570446735,62.89,14.089347079037,5.498281786941
3001003,Bismarck High School,314,0.955414012738,6.050955414012,0,0.636942675159,0,91.08280254777,1.273885350318,55.41,10.191082802547,2.866242038216
3002007,Glen Rose Elementary School,372,0.537634408602,4.032258064516,0,0.268817204301,1.881720430107,93.279569892473,0,65.32,16.935483870967,0
3002009,Glen Rose High School,321,0,1.246105919003,0,0.31152647975,0.623052959501,97.819314641744,0,49.22,14.953271028037,0.31152647975
3002010,Glen Rose Middle School,310,0.645161290322,1.935483870967,0,0,1.612903225806,95.806451612903,0,54.19,12.903225806451,0.645161290322
3003013,Magnet Cove Elementary School,343,0,3.206997084548,0,2.04081632653,1.166180758017,93.586005830903,0,55.69,9.037900874635,0
3003014,Magnet Cove High School,329,0.303951367781,2.73556231003,0,0.607902735562,0.303951367781,95.440729483282,0.607902735562,44.38,6.079027355623,0
3004021,Malvern Elementary School,895,0.335195530726,8.268156424581,0.22346368715,29.273743016759,3.910614525139,57.877094972067,0.111731843575,83.35,17.765363128491,5.58659217877
3004022,Malvern Middle School,287,0,8.710801393728,0.696864111498,26.132404181184,8.013937282229,56.445993031358,0,75.96,13.240418118466,4.181184668989
3004023,Malvern High School,576,0,6.597222222222,0,33.854166666666,3.472222222222,55.902777777777,0.173611111111,64.76,9.375,1.388888888888
3004025,Wilson Intermediate School,307,1.302931596091,9.120521172638,0.325732899022,26.058631921824,2.931596091205,60.260586319218,0,76.87,14.332247557003,2.605863192182
3005029,Ouachita Elementary School,288,0,0.694444444444,0,1.388888888888,1.736111111111,95.833333333333,0.347222222222,58.33,9.027777777777,0
3005030,Ouachita High School,225,4,2.222222222222,0,1.777777777777,1.333333333333,90.222222222222,0.444444444444,47.11,8.444444444444,0
3102001,Joann Walters Elementary Sch,321,3.115264797507,6.230529595015,0,0.31152647975,0,90.342679127725,0,66.98,8.722741433021,3.426791277258
3102002,Dierks High School,262,1.908396946564,6.106870229007,0,0.763358778625,0,90.076335877862,1.145038167938,55.73,8.396946564885,4.198473282442
3104005,Mineral Springs Elem. School,226,0,14.601769911504,0,61.946902654867,0,21.681415929203,1.769911504424,100,16.814159292035,2.21238938053
3104006,Mineral Springs High School,180,0,12.777777777777,0,68.888888888888,0,17.222222222222,1.111111111111,100,18.888888888888,0
3104021,Saratoga Elementary School,,0,0,0,0,0,0,0,,0,0
3104022,Saratoga High School,,0,0,0,0,0,0,0,,0,0
3105009,Nashville Elementary School,441,0.680272108843,21.315192743764,0.226757369614,21.315192743764,3.401360544217,52.834467120181,0.226757369614,73.47,13.832199546485,18.820861678004
3105010,Nashville Junior High School,423,0,24.586288416075,0.47281323877,23.640661938534,2.127659574468,48.463356973995,0.709219858156,71.87,10.63829787234,17.25768321513
3105011,Nashville High School,411,0.486618004866,16.301703163017,0,22.87104622871,1.459854014598,57.907542579075,0.973236009732,62.77,10.705596107055,6.569343065693
3105012,Nashville Primary School,633,0,24.486571879936,0.315955766192,22.59083728278,3.00157977883,49.131121642969,0.473933649289,76.62,14.218009478672,16.271721958925
3201001,Central Elementary School,335,0,27.462686567164,0,2.089552238805,2.388059701492,67.76119402985,0.298507462686,55.52,8.955223880597,19.10447761194
3201003,West Elementary School,530,0.754716981132,18.113207547169,0,7.54716981132,4.339622641509,68.301886792452,0.943396226415,70.57,10.943396226415,13.584905660377
3201004,Batesville Junior High School,700,0.714285714285,12.285714285714,0,5.285714285714,1.428571428571,77.428571428571,2.857142857142,47.14,10.428571428571,9.857142857142
3201005,Batesville High School,606,0.3300330033,12.871287128712,0,6.435643564356,0.82508250825,78.052805280528,1.485148514851,39.27,11.386138613861,7.755775577557
3201009,Eagle Mountain Elem School,491,0.40733197556,21.588594704684,0.40733197556,3.25865580448,0.81466395112,69.857433808553,3.66598778004,48.88,12.423625254582,21.588594704684
3201042,Sulphur Rock Elementary,365,0,4.657534246575,0,2.465753424657,4.109589041095,88.767123287671,0,48.77,13.150684931506,2.191780821917
3209038,Southside Elementary School,521,0,5.950095969289,0,1.151631477927,1.919385796545,90.786948176583,0.191938579654,61.61,15.163147792706,0.959692898272
3209039,Southside High School,392,0,1.785714285714,0,0,2.806122448979,94.897959183673,0.510204081632,50.26,11.989795918367,1.530612244897
3209041,Southside Middle School,381,0,4.724409448818,0,1.049868766404,1.312335958005,92.65091863517,0.262467191601,61.42,12.59842519685,2.887139107611
3209042,Southside Junior High School,364,0.274725274725,4.395604395604,0,0.54945054945,1.373626373626,92.307692307692,1.098901098901,53.85,8.241758241758,1.648351648351
3211022,Midland Elementary School,285,0,3.157894736842,0.350877192982,1.052631578947,1.754385964912,93.333333333333,0.350877192982,71.93,8.771929824561,0
3211035,Midland High School,216,0,1.851851851851,0,0.925925925925,0,96.759259259259,0.462962962962,66.2,10.185185185185,0
3212010,Cord-Charlotte Elem. School,108,0,3.703703703703,0,0.925925925925,0.925925925925,94.444444444444,0,75.93,14.814814814814,0
3212026,Newark Elementary School,307,1.302931596091,6.514657980456,0.325732899022,0.325732899022,0,90.879478827361,0.651465798045,71.34,18.892508143322,0
3212027,Cedar Ridge High School,420,1.190476190476,1.904761904761,0.238095238095,2.857142857142,0,93.333333333333,0.47619047619,62.62,16.428571428571,0
3301001,Calico Rock Elementary School,207,0.966183574879,2.415458937198,0.483091787439,0,0,96.135265700483,0,74.88,14.492753623188,0
3301002,Calico Rock High School,189,0,1.587301587301,0,0,0,98.412698412698,0,57.14,10.05291005291,0
3302005,Melbourne Elementary School,347,0.57636887608,1.152737752161,0,0.57636887608,3.458213256484,94.236311239193,0,65.13,19.596541786743,0
3302006,Melbourne High School,370,0,2.162162162162,0,0.81081081081,3.243243243243,93.783783783783,0,56.22,10.27027027027,0
3302010,Mount Pleasant Elem. School,134,1.492537313432,0.746268656716,0,0.746268656716,2.238805970149,94.776119402985,0,57.46,14.179104477611,0
3306014,Izard Co. Cons. Elem. School,187,0,2.673796791443,0,1.604278074866,0,95.187165775401,0.534759358288,80.21,11.764705882352,0
3306015,Izard Co. Cons. High School,140,1.428571428571,4.285714285714,0,0.714285714285,0,92.857142857142,0.714285714285,76.43,11.428571428571,0
3306016,Izard County Cons Middle Sch,155,0,1.935483870967,0,1.935483870967,0.645161290322,95.483870967741,0,81.29,15.483870967741,0
3403012,Newport Junior High School,,0,0,0,0,0,0,0,,0,0
3403013,Newport High School,560,0.357142857142,5.714285714285,0,39.821428571428,1.071428571428,52.321428571428,0.714285714285,76.61,14.107142857142,2.5
3403014,Newport Elementary School,706,0.56657223796,7.790368271954,0,38.526912181303,3.966005665722,48.583569405099,0.56657223796,81.73,16.99716713881,4.674220963172
3405019,Swifton Middle School,190,0.526315789473,0.526315789473,0,5.78947368421,0,93.157894736842,0,63.16,8.421052631578,0
3405024,Tuckerman Elementary School,332,0.903614457831,1.204819277108,0,8.734939759036,0,89.156626506024,0,67.77,13.554216867469,0.301204819277
3405025,Tuckerman High School,329,0.607902735562,2.127659574468,0,5.167173252279,0.607902735562,91.489361702127,0,62.01,9.422492401215,0.303951367781
3502005,Altheimer-Martin Elementary,,0,0,0,0,0,0,0,,0,0
3502006,Matthews Elementary School,220,0.454545454545,1.818181818181,0.454545454545,91.818181818181,0,5.454545454545,0,100,0.90909090909,0
3502009,Robert F Morehead Middle Schoo,275,0,1.454545454545,0,89.818181818181,0.727272727272,8,0,100,10.181818181818,0
3502010,Dollarway High School,423,0,0.945626477541,0.236406619385,92.907801418439,1.654846335697,4.255319148936,0,99.29,7.328605200945,0
3502011,Townsend Park Elementary Schoo,379,0,2.902374670184,1.055408970976,92.084432717678,0,3.95778364116,0,99.74,7.124010554089,0
3505025,Belair Middle School,308,0.324675324675,1.623376623376,0,92.532467532467,0.324675324675,4.220779220779,0.974025974025,90.26,16.233766233766,0.64935064935
3505026,Broadmoor Elementary School,383,0.522193211488,1.044386422976,0,95.561357702349,0.522193211488,2.349869451697,0,93.73,11.749347258485,0.783289817232
3505030,Greenville Elementary School,,0,0,0,0,0,0,0,,0,0
3505034,Oak Park Elementary School,338,0,0,0.591715976331,97.92899408284,0,1.479289940828,0,97.93,10.94674556213,0.295857988165
3505036,Thirty-Fourth Ave. Elem. Sch.,479,0,1.043841336116,0.208768267223,95.615866388308,0.62630480167,2.296450939457,0.208768267223,90.61,11.273486430062,0
3505037,Southwood Elementary School,392,0.255102040816,2.04081632653,0.255102040816,95.918367346938,0.765306122448,0.255102040816,0.510204081632,91.84,9.69387755102,1.020408163265
3505041,Southeast Middle School,387,0,0.516795865633,0.258397932816,97.416020671834,1.033591731266,0.775193798449,0,84.75,13.178294573643,0.516795865633
3505042,Pine Bluff High School,926,0,0.215982721382,0.215982721382,96.004319654427,1.511879049676,1.619870410367,0.431965442764,78.51,11.015118790496,0.323974082073
3505044,Jack Robey Jr. High School,650,0,0.307692307692,0,95.384615384615,1.846153846153,2.307692307692,0.153846153846,81.23,11.076923076923,0.153846153846
3505046,W. T. Cheney Elementary School,377,0,1.326259946949,0,92.838196286472,0.265251989389,4.509283819628,1.061007957559,84.35,13.793103448275,0.530503978779
3505047,Forrest Park/Greenville Preschool,,0,0,0,0,0,0,0,,0,0
3509063,Edgewood Elementary School,434,0,1.84331797235,0,74.654377880184,0.921658986175,21.658986175115,0.921658986175,82.03,6.682027649769,1.382488479262
3509064,L. L. Owen Elementary School,418,0,1.674641148325,0,72.966507177033,0.23923444976,23.444976076555,1.674641148325,80.38,9.090909090909,0.717703349282
3509066,Coleman Elementary School,553,0,1.808318264014,0,73.77938517179,0.542495479204,22.965641952983,0.904159132007,79.93,12.477396021699,0.723327305605
3509067,Watson Chapel High School,660,0,1.515151515151,0,75.30303030303,0.30303030303,22.121212121212,0.757575757575,65,8.484848484848,0.151515151515
3509068,Watson Chapel Jr. High School,714,0,2.100840336134,0,73.809523809523,0.140056022408,23.249299719887,0.700280112044,70.31,8.263305322128,0.420168067226
3510076,White Hall High School,967,0.413650465356,2.378490175801,0.103412616339,20.062047569803,1.24095139607,72.905894519131,2.895553257497,37.54,8.376421923474,0.103412616339
3510077,Redfield Middle School,,0,0,0,0,0,0,0,,0,0
3510078,Hardin Elementary School,234,0,4.273504273504,0,3.418803418803,0,91.025641025641,1.282051282051,49.15,9.401709401709,0.8547008547
3510079,Moody Elementary School,363,0.550964187327,1.101928374655,0,14.049586776859,1.928374655647,80.440771349862,1.928374655647,38.57,11.29476584022,0.275482093663
3510080,Taylor Elementary School,373,0,1.608579088471,1.072386058981,24.664879356568,1.608579088471,64.075067024128,6.970509383378,56.03,7.506702412868,4.55764075067
3510081,White Hall Middle School,654,0.45871559633,3.363914373088,0.305810397553,19.418960244648,1.681957186544,73.08868501529,1.681957186544,45.72,10.091743119266,0.45871559633
3510084,Gandy Elementary School,353,0,1.13314447592,0.28328611898,21.246458923512,2.832861189801,71.671388101983,2.832861189801,50.71,11.898016997167,1.4164305949
3541701,Pine Bluff Lighthouse Academy ,223,0,2.242152466367,0,96.412556053811,0.896860986547,0.448430493273,0,91.03,10.762331838565,0
3541702,Pb Lighthouse Upper Academy   ,70,0,0,0,98.571428571428,1.428571428571,0,0,92.86,14.285714285714,0
3542702,Quest Middle School OF Pine Bluff,57,0,0,0,100,0,0,0,96.49,3.508771929824,0
3601001,Pyron Elementary School,599,0,35.893155258764,0.834724540901,4.173622704507,1.669449081803,53.923205342237,3.505843071786,72.62,12.186978297161,30.717863105175
3601002,Kraus Middle School,434,0.230414746543,37.096774193548,0.691244239631,3.456221198156,1.382488479262,53.456221198156,3.6866359447,71.2,11.751152073732,23.271889400921
3601003,Clarksville Primary School,474,0,38.185654008438,0,1.898734177215,2.742616033755,52.320675105485,4.852320675105,78.48,8.649789029535,30.379746835443
3601004,Clarksville Junior High School,633,0,34.281200631911,0.157977883096,2.369668246445,1.421800947867,56.240126382306,5.529225908372,67.61,11.848341232227,17.061611374407
3601005,Clarksville High School,545,0.183486238532,27.339449541284,0,2.201834862385,1.467889908256,61.834862385321,6.97247706422,64.95,7.522935779816,13.577981651376
3604018,Lamar Elementary School,421,0,4.988123515439,0,2.375296912114,0,92.636579572446,0,68.88,12.826603325415,0.712589073634
3604019,Lamar High School,464,0.646551724137,5.603448275862,0.646551724137,1.724137931034,0,90.732758620689,0.646551724137,66.38,10.560344827586,1.939655172413
3604020,Lamar Middle School,366,1.092896174863,7.103825136612,0.546448087431,1.91256830601,0,88.79781420765,0.546448087431,67.21,13.11475409836,1.366120218579
3606025,Westside Elementary School,359,0,3.621169916434,0,0,0,94.707520891364,1.6713091922,100,16.434540389972,0.278551532033
3606026,Westside High School,295,0.338983050847,2.372881355932,0,0,0.677966101694,93.559322033898,3.050847457627,100,13.559322033898,0.677966101694
3701001,Bradley Elementary School,,0,0,0,0,0,0,0,,0,0
3701002,Bradley High School,,0,0,0,0,0,0,0,,0,0
3704007,Lafayette County Elementary,346,0,2.023121387283,0,57.225433526011,2.601156069364,38.150289017341,0,82.66,7.514450867052,0
3704013,Lafayette County High School,302,0,2.317880794701,0,64.238410596026,0.331125827814,33.112582781456,0,82.12,6.291390728476,0
3804009,Hoxie Elementary School,440,0.227272727272,0.90909090909,0,0.681818181818,1.818181818181,96.136363636363,0.227272727272,80.45,13.636363636363,0
3804010,Hoxie High School,423,0.236406619385,1.654846335697,0.236406619385,0.236406619385,2.364066193853,95.271867612293,0,66.9,12.529550827423,0
3806018,Sloan-Hendrix Elem. School,263,0.760456273764,1.140684410646,0,0.380228136882,0,97.718631178707,0,68.06,12.54752851711,0
3806019,Sloan-Hendrix High School,295,0.338983050847,0.677966101694,0,0.338983050847,0,98.305084745762,0.338983050847,60,14.237288135593,0
3806020,Sloan-Hendrix Middle School,148,0,1.351351351351,0,1.351351351351,0,97.297297297297,0,60.81,10.135135135135,0
3809014,Hillcrest Elementary School,208,0,1.923076923076,0,0,0.961538461538,97.115384615384,0,75.48,12.980769230769,0
3809023,Hillcrest High School,214,0,2.33644859813,0,0,0,97.663551401869,0,64.95,14.485981308411,0
3810001,Black Rock Elementary School,,0,0,0,0,0,0,0,,0,0
3810002,Black Rock High School,,0,0,0,0,0,0,0,,0,0
3810026,Walnut Ridge Elementary School,493,0.202839756592,2.636916835699,0,0.202839756592,3.448275862068,93.103448275862,0.405679513184,66.53,16.430020283975,0
3810027,Walnut Ridge High School,429,0.4662004662,0.9324009324,0,0,1.398601398601,97.202797202797,0,58.51,12.587412587412,0
3840701,Imboden Area Charter School   ,64,1.5625,1.5625,0,0,0,96.875,0,78.13,18.75,0
3904005,Whitten Elementary School,216,0,1.388888888888,0,91.203703703703,0,7.407407407407,0,100,11.574074074074,0
3904010,Anna Strong Intermediate Schoo,219,0,2.283105022831,0,87.214611872146,0,10.045662100456,0.456621004566,100,17.808219178082,0
3904011,Lee High School,392,0,2.295918367346,0,92.34693877551,0,4.84693877551,0.510204081632,100,12.244897959183,0.255102040816
4003014,Brown Elementary School,703,0.284495021337,7.82361308677,0,20.341394025604,1.137980085348,70.27027027027,0.142247510668,63.87,11.522048364153,4.125177809388
4003015,Star City Middle School,379,0.527704485488,5.277044854881,0,19.788918205804,2.374670184696,71.503957783641,0.527704485488,58.31,7.651715039577,2.374670184696
4003016,Star City High School,488,0.204918032786,4.918032786885,0,22.950819672131,0.819672131147,71.106557377049,0,58.61,6.762295081967,1.229508196721
4101001,L.F. Henderson Interm. Sch.,217,1.84331797235,5.52995391705,0,23.963133640552,5.069124423963,63.594470046082,0,65.9,11.520737327188,1.382488479262
4101002,C. D. Franks Elementary School,217,0.460829493087,6.451612903225,0,26.26728110599,7.834101382488,58.986175115207,0,57.6,9.216589861751,0.921658986175
4101003,Ashdown Junior High School,329,0.911854103343,1.823708206686,0,26.747720364741,5.47112462006,65.045592705167,0,57.14,8.206686930091,0.303951367781
4101004,Ashdown High School,451,1.10864745011,2.660753880266,0,31.929046563192,3.991130820399,59.645232815964,0.665188470066,55.43,8.425720620842,0.443458980044
