LEA,LEADescription,OverallAttendanceRate,HispanicAttendanceRate,AfricanAmericanAttendanceRate,CaucasianAttendanceRate,EconDisadAttendanceRate,SPEDAttendanceRate,LEPAttendanceRate,TAGGAttendanceRate,OverallGraduationRate,HispanicGraduationRate,AfricanAmericanGraduationRate,CaucasianGraduationRate,EconDisadGraduationRate,SPEDGraduationRate,LEPGraduationRate,TAGGGraduationRate,DropoutRate,GradeInflationRateEOC,GradeInflationRateACT,CollegeRemediationRate,DistrictProvidesTextbooks,Oct1Enrollment,Accredited,AccreditedCited,AccreditedProbationary,NeedsImprovement,NeedsImprovementPriority,NeedsImprovementPriorityMetYear1ExitCriteria,NeedsImprovementFocus,NeedsImprovementFocusMetYear1ExitCriteria,Achieving,Exemplary,Rating,OverallPoints,A_Rating_Count,B_Rating_Count,C_Rating_Count,D_Rating_Count,F_Rating_Count
5604018,Marked Tree Middle School,92.72,93.87,93.32,92.2,94.34,93.62,94.89,94.46,RV,RV,RV,RV,RV,RV,RV,RV,2.38,,,,Y,117,N,Y,N,Y,N,N,N,N,N,N,C,235,0,0,1,0,0
5605001,Trumann Intermediate Sch 5-6,96.95,97.14,98.5,96.51,96.68,96.57,97.52,96.65,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,224,Y,N,N,Y,N,N,N,N,N,N,D,207,0,0,0,1,0
5605021,Cedar Park Elementary School,94.71,93.35,95.58,94.93,95.21,95.36,93.3,95.03,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,719,N,Y,N,Y,N,N,N,N,N,N,C,222,0,0,1,0,0
5605023,Trumann High School,90.87,89.6,93.83,90.4,90.63,91.86,94.58,91.1,81.90,RV,80.00,82.11,81.71,87.50,RV,81.18,5.47,,57.10,69.70,Y,439,N,Y,N,Y,N,N,N,N,N,N,D,209,0,0,0,1,0
5605024,Trumann Intermediate School7-8,96.69,95.82,98.06,96.51,96.83,96.16,98.1,96.64,RV,RV,RV,RV,RV,RV,RV,RV,0.79,,,,Y,254,N,Y,N,Y,N,N,N,N,N,N,D,197,0,0,0,1,0
5608034,Lepanto Elementary,92.79,96.55,95.46,91.43,92.94,91.47,98.01,92.34,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,161,Y,N,N,Y,N,N,N,N,N,N,C,238,0,0,1,0,0
5608035,Tyronza Elementary,93.78,96.84,93.81,93.43,95.1,93.46,97.41,94.34,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,214,N,Y,N,Y,N,N,N,N,N,N,C,221,0,0,1,0,0
5608037,East Poinsett Co. High School,94,96.43,95.39,93.23,94.68,91.17,97.05,93.99,88.46,RV,RV,89.74,88.57,RV,RV,89.47,3.02,,40.90,64.86,Y,331,Y,N,N,Y,N,N,N,N,N,N,C,239,0,0,1,0,0
5703009,Louise Durham Elem. School,100,100,100,100,100,100,100,100,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,452,Y,N,N,Y,N,N,N,N,N,N,C,232,0,0,1,0,0
5703010,Holly Harshman Elem. School,100,100,100,100,100,100,100,100,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,375,Y,N,N,Y,N,N,N,N,N,N,C,229,0,0,1,0,0
5703011,Mena Middle School,94.86,96.05,97.47,94.71,94.67,94.31,92.81,94.44,RV,RV,RV,RV,RV,RV,RV,RV,0,,,,Y,375,Y,N,N,Y,N,N,N,N,N,N,C,226,0,0,1,0,0
5703012,Mena High School,92.65,95.53,87.12,92.59,92.24,95.14,99.42,93.24,93.67,RV,RV,93.79,90.41,RV,RV,90.54,1.82,,37.60,51.30,Y,549,Y,N,N,Y,N,N,N,N,N,N,C,233,0,0,1,0,0
5706001,Acorn Elementary School,93.72,95.65,89.77,93.53,93.31,95.46,0,93.87,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,239,Y,N,N,Y,N,N,N,N,N,N,C,232,0,0,1,0,0
5706002,Acorn High School,90.61,89.29,82.64,90.76,90.53,88.8,97.38,90.19,79.59,RV,RV,76.47,77.78,RV,RV,73.68,1.2,,38.90,33.33,Y,293,N,Y,N,N,N,N,N,N,Y,N,C,236,0,0,1,0,0
5706010,Oden Maddox Elementary School,94.67,0,0,94.65,94.49,94.39,0,94.74,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,79,Y,N,N,Y,N,N,N,N,N,N,D,209,0,0,0,1,0
5706011,Oden High School,91.87,0,0,91.26,93.17,87.66,0,92.37,93.33,RV,RV,92.31,RV,RV,RV,RV,0.99,,25.00,58.33,Y,101,Y,N,N,Y,N,N,N,N,N,N,C,211,0,0,1,0,0
5707016,Umpire Elementary School,92.29,92.24,0,92.31,94.51,93.77,95.82,94.65,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,65,Y,N,N,Y,N,N,N,N,N,N,C,217,0,0,1,0,0
5707017,Umpire High School,92.45,94.68,0,90.4,93.54,93.27,94.02,93.6,RV,RV,RV,RV,RV,RV,RV,RV,3.08,,0.00,50.00,Y,65,N,Y,N,Y,N,N,N,N,N,N,B,245,0,1,0,0,0
5707018,Van Cove High School,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,,,,,,,,,,,,,,,,,
5707019,Van Cove Elementary School,93.58,94.6,0,93.45,94.49,93.96,97.56,94.31,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,196,N,Y,N,Y,N,N,N,N,N,N,B,243,0,1,0,0,0
5707021,Wickes Elementary School,93.6,94.73,91.48,92.89,95.47,92.9,96.14,95.11,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,327,N,Y,N,Y,N,N,N,N,N,N,B,244,0,1,0,0,0
5707022,Wickes High School,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,,,,,,,,,,,,,,,,,
5707023,Cossatot River High School,93.6,94.74,99.16,92.66,94.94,92.67,96.24,94.72,94.81,100.00,RV,94.74,94.44,RV,RV,94.44,1.59,,35.30,54.10,Y,439,Y,N,N,Y,N,N,N,N,N,N,C,219,0,0,1,0,0
5801001,Atkins Elementary School,92.25,88.2,80.45,92.75,93.29,91.82,98,92.7,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,400,Y,N,N,Y,N,N,N,N,N,N,C,217,0,0,1,0,0
5801002,Atkins High School,92.22,94.72,97.78,91.99,91.83,90.93,100,92.02,78.87,RV,RV,79.10,68.29,RV,RV,71.11,3.34,,37.50,55.56,Y,299,Y,N,N,Y,N,N,N,N,N,N,C,224,0,0,1,0,0
5801003,Atkins Middle School,95.08,94.91,97.69,95.08,94.66,93.64,95.64,94.54,RV,RV,RV,RV,RV,RV,RV,RV,0,,,,Y,303,Y,N,N,Y,N,N,N,N,N,N,C,216,0,0,1,0,0
5802006,Dover High School,91.85,91.17,92.41,92.02,92.04,91.51,94.93,91.95,86.67,RV,RV,87.88,87.72,RV,RV,87.93,1.32,,14.60,41.79,Y,455,Y,N,N,Y,N,N,N,N,N,N,C,231,0,0,1,0,0
5802008,Dover Middle School,93.16,91.9,90.42,93.37,92.45,93.81,96.9,92.73,RV,RV,RV,RV,RV,RV,RV,RV,0,,,,Y,342,Y,N,N,Y,N,N,N,N,N,N,C,233,0,0,1,0,0
5802009,Dover Elementary School,94.2,95.36,93.98,94.18,93.79,93.07,96.45,93.67,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,597,Y,N,N,Y,N,N,N,N,N,N,B,253,0,1,0,0,0
5803009,Hector Elementary School,96.95,98.36,0,96.94,96.42,95.53,99.19,96.52,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,307,Y,N,N,Y,N,N,N,N,N,N,C,232,0,0,1,0,0
5803010,Hector High School,97.36,98.83,0,97.37,97.95,97.06,0,97.87,90.00,RV,RV,89.47,92.00,RV,RV,92.31,1.48,,40.00,82.35,Y,270,Y,N,N,Y,N,N,N,N,N,N,C,232,0,0,1,0,0
5804013,Pottsville Elementary School,96.47,97.26,98.79,96.14,96.55,95.68,97.21,96.4,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,508,Y,N,N,Y,N,N,N,N,N,N,C,232,0,0,1,0,0
5804014,Pottsville High School,93.12,95.63,94.13,92.77,93.39,91.29,95.66,93.06,94.39,RV,RV,94.00,97.30,RV,RV,97.56,0,,38.50,49.23,Y,364,Y,N,N,Y,N,N,N,N,N,N,B,257,0,1,0,0,0
5804015,Pottsville Middle Grade,95.84,96.46,95.56,95.72,95.34,93.94,96.6,95.65,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,385,Y,N,N,Y,N,N,N,N,N,N,B,241,0,1,0,0,0
5804016,Pottsville Junior High School,94.81,93.83,94.9,94.96,95.3,93.2,93.53,94.92,RV,RV,RV,RV,RV,RV,RV,RV,1.54,,,,Y,390,Y,N,N,Y,N,N,N,N,N,N,C,219,0,0,1,0,0
5805017,Crawford Elementary School,93.18,94.02,95.06,92.71,94.76,93.74,94.23,94.09,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,411,Y,N,N,Y,N,N,N,N,N,N,D,207,0,0,0,1,0
5805018,Dwight Elementary School,93.95,94.73,91.9,94.3,93.85,95.75,94.79,94.48,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,248,Y,N,N,Y,N,N,N,N,N,N,B,241,0,1,0,0,0
5805019,London Elementary School,94.71,91.05,94.99,95.09,94.73,94.65,0,94.81,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,145,N,Y,N,Y,N,N,N,N,N,N,C,229,0,0,1,0,0
5805020,Oakland Heights Elem. School,93.61,93.71,93.14,93.73,94.52,92.94,95.18,94.21,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,432,Y,N,N,Y,N,N,N,N,N,N,C,230,0,0,1,0,0
5805021,Sequoyah Elementary School,93.11,94.13,93.1,93.08,93.71,93.36,91.78,93.02,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,486,Y,N,N,Y,N,N,N,N,N,N,B,246,0,1,0,0,0
5805022,Russellville Middle School,97.2,97.57,96.94,97.25,97.08,97.5,97.43,97.21,RV,RV,RV,RV,RV,RV,RV,RV,0.26,,,,Y,733,Y,N,N,Y,N,N,N,N,N,N,C,212,0,0,1,0,0
5805023,Russellville Jr. High School,96.46,96.83,97.77,96.19,96.2,97.52,96.93,96.54,RV,RV,RV,RV,RV,RV,RV,RV,2.13,,,,Y,800,Y,N,N,Y,N,N,N,N,N,N,C,226,0,0,1,0,0
5805024,Russellville High School,93.01,94.28,93.15,91.9,92.77,93.17,94.15,92.88,81.67,83.33,74.07,81.97,78.16,70.83,93.55,78.13,3.59,,23.20,43.68,Y,1086,Y,N,N,Y,N,N,N,N,N,N,C,237,0,0,1,0,0
5805025,Center Valley Elem. School,97.07,96.93,97.76,97.1,97.48,97.25,97.62,97.45,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,453,Y,N,N,Y,N,N,N,N,N,N,C,231,0,0,1,0,0
5805026,Russellville Upper Elem. Sch.,97.14,97.7,95.12,97.37,97.45,98.47,97.88,97.7,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,397,Y,N,N,Y,N,N,N,N,N,N,D,204,0,0,0,1,0
5901001,Des Arc Elementary School,94.83,91.03,95.54,94.73,95.21,94.67,0,95.15,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,283,Y,N,N,N,N,N,N,N,Y,N,B,242,0,1,0,0,0
5901002,Des Arc High School,91.76,95.46,92.97,91.72,90.04,94.61,0,90.8,87.27,RV,75.00,90.48,84.38,RV,RV,80.00,1.43,,62.50,63.64,Y,279,Y,N,N,N,N,N,N,N,Y,N,B,248,0,1,0,0,0
5903011,Hazen Elementary School,93.38,93.65,94.19,93.04,94.09,91.74,0,93.6,RV,RV,RV,RV,RV,RV,RV,RV,0,,,,Y,431,N,Y,N,Y,N,N,N,N,N,N,C,223,0,0,1,0,0
5903012,Hazen High School,93.39,0,94.23,93.07,92.82,93.02,0,92.97,79.69,RV,65.00,86.05,68.75,RV,RV,71.43,1.97,,50.00,68.29,Y,203,Y,N,N,Y,N,N,N,N,N,N,C,229,0,0,1,0,0
6001001,Central High School,94.03,93.83,93.06,93.89,94.51,93.03,94.52,94.1,86.47,84.38,80.88,92.20,82.61,76.32,RV,82.41,2.13,,13.00,44.25,Y,2489,Y,N,N,N,N,N,Y,Y,N,N,B,241,0,1,0,0,0
6001002,Hall High School,90.31,90.52,90.42,88.8,92,92.35,91.32,91.37,52.33,44.07,56.93,34.38,63.45,72.73,55.88,62.02,5.97,,73.80,91.86,Y,1189,N,Y,N,N,Y,N,N,N,N,N,D,202,0,0,0,1,0
6001003,Mann Magnet Middle School,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,0.38,,,,Y,789,Y,N,N,Y,N,N,N,N,N,N,C,232,0,0,1,0,0
6001005,Parkview Magnet High School,,,,,,,,,91.03,86.67,93.60,86.44,89.15,RV,81.25,88.97,0.58,,25.30,56.54,Y,1033,N,Y,N,Y,N,N,N,N,N,N,B,265,0,1,0,0,0
6001006,Booker Arts Magnet Elem. Sch.,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,497,Y,N,N,Y,N,N,N,N,N,N,C,213,0,0,1,0,0
6001007,Dunbar Magnet Middle School,95.48,96.81,94.83,96.15,96.6,94.13,97.06,95.96,RV,RV,RV,RV,RV,RV,RV,RV,1.3,,,,Y,786,Y,N,N,N,N,N,Y,N,N,N,D,207,0,0,0,1,0
6001009,Forest Heights Middle School,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,,,,,,,,,,,,,,,,,
6001010,Pulaski Heights Middle School,95.32,98.27,94.76,95.17,96.06,93.14,98.81,95.08,RV,RV,RV,RV,RV,RV,RV,RV,1.61,,,,Y,834,Y,N,N,N,N,N,Y,Y,N,N,C,235,0,0,1,0,0
6001013,Henderson Middle School,91.36,94.28,91,88.45,91.64,90.21,94.06,91.7,RV,RV,RV,RV,RV,RV,RV,RV,2,,,,Y,784,N,Y,N,N,Y,N,N,N,N,N,C,210,0,0,1,0,0
6001017,Bale Elementary School,95.61,96.5,95.48,94.48,96.34,95.44,96.78,96.17,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,332,Y,N,N,N,N,N,Y,Y,N,N,C,211,0,0,1,0,0
6001018,Brady Elementary School,92.6,93.85,91.98,94.68,94.81,88.07,94.54,93.1,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,348,Y,N,N,Y,N,N,N,N,N,N,D,208,0,0,0,1,0
6001020,McDermott Elementary School,95.45,96.87,94.94,95.82,96.81,95.77,96.59,96.28,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,343,Y,N,N,Y,N,N,N,N,N,N,D,200,0,0,0,1,0
6001021,Carver Magnet Elem. School,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,291,Y,N,N,Y,N,N,N,N,N,N,C,235,0,0,1,0,0
6001023,Fair Park Early Childhood Ctr,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,,,,,,,,,,,,,,,,,
6001024,Forest Park Elementary School,96.61,96.37,96.35,96.3,96.2,95.53,97.56,96.13,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,392,Y,N,N,Y,N,N,N,N,N,N,A,285,1,0,0,0,0
6001025,Franklin Incentive Elem. Sch.,92.68,96.29,92.16,93.01,95.1,93.14,97.33,94.55,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,284,Y,N,N,N,N,N,Y,N,N,N,D,198,0,0,0,1,0
6001027,Gibbs Magnet Elementary School,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,251,Y,N,N,Y,N,N,N,N,N,N,B,257,0,1,0,0,0
6001029,Western Hills Elem. School,95.61,96.77,95.56,93.63,96.34,95.72,97.32,96.17,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,220,Y,N,N,N,N,N,Y,Y,N,N,C,219,0,0,1,0,0
6001030,Jefferson Elementary School,95.73,95.49,95.38,96.22,96.62,95.62,96.1,96.19,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,382,Y,N,N,Y,N,N,N,N,N,N,B,247,0,1,0,0,0
6001033,Meadowcliff Elementary School,94.01,94.14,94.34,88.27,95.33,93.46,94.64,94.46,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,305,Y,N,N,Y,N,N,N,N,N,N,D,208,0,0,0,1,0
6001035,M.L. King Magnet Elem. School,95.77,93.3,96.16,93.39,96.49,96.13,98.86,96.34,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,463,Y,N,N,N,N,N,Y,Y,N,N,D,207,0,0,0,1,0
6001038,Pulaski Heights Elem. School,96.44,97.08,96.1,96.55,97.12,95.73,97.34,96.71,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,344,N,Y,N,N,N,N,Y,N,N,N,C,221,0,0,1,0,0
6001040,Romine Interdist. Elem. School,94.36,94.57,93.86,97.56,95.55,93.3,94.69,94.4,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,312,Y,N,N,N,N,N,Y,N,N,N,D,196,0,0,0,1,0
6001041,Stephens Elementary,91.86,86.01,92.22,93.14,95.48,92.23,94.02,94.44,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,341,Y,N,N,N,N,N,Y,Y,N,N,C,210,0,0,1,0,0
6001042,Washington Magnet Elem. School,94.89,91.93,95.08,95.15,95.79,95.75,96.77,95.76,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,452,Y,N,N,N,N,N,Y,N,N,N,D,197,0,0,0,1,0
6001043,Williams Magnet Elem. School,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,382,Y,N,N,Y,N,N,N,N,N,N,B,253,0,1,0,0,0
6001044,Wilson Elementary School,95.05,96.33,94.44,92.93,96.46,94.61,96.41,95.74,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,274,N,Y,N,N,N,N,Y,N,N,N,D,206,0,0,0,1,0
6001045,Woodruff Early Childhood Ctr,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,,,,,,,,,,,,,,,,,
6001047,Terry Elementary School,95.72,96.24,96.48,92.51,96.45,95.57,96.28,96.28,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,370,N,Y,N,N,N,N,N,N,Y,N,B,248,0,1,0,0,0
6001048,Fulbright Elementary School,95.62,95.57,95.48,96.25,95.04,93.93,95.15,94.94,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,534,N,Y,N,Y,N,N,N,N,N,N,C,226,0,0,1,0,0
6001050,Rockefeller Incentive Elem.,94.93,95.1,94.88,95.92,94.56,93.41,95.21,94.5,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,284,Y,N,N,N,N,N,Y,N,N,N,D,203,0,0,0,1,0
6001052,Baseline Elementary School,92.67,95.38,91.41,88.94,95.97,93.39,95.3,94.44,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,270,N,Y,N,N,Y,N,N,N,N,N,D,199,0,0,0,1,0
6001055,David O'Dodd Elementary School,95.85,96.58,97.04,88.95,96.65,94,96.72,96.26,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,290,N,Y,N,Y,N,N,N,N,N,N,C,213,0,0,1,0,0
6001056,Geyer Springs Gifted And Talented Academy,96.1,96.07,95.94,97.63,96.75,96.59,96.15,96.69,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,198,Y,N,N,N,Y,Y,N,N,N,N,B,241,0,1,0,0,0
6001057,Mabelvale Elementary School,94.4,94.88,93.83,96.43,95.37,94.31,95.01,95.1,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,545,Y,N,N,Y,N,N,N,N,N,N,D,194,0,0,0,1,0
6001058,Otter Creek Elementary School,96.25,97.17,96.74,94.99,96.74,96.2,97.05,96.59,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,538,Y,N,N,Y,N,N,N,N,N,N,C,231,0,0,1,0,0
6001059,Wakefield Elementary School,94.67,95.77,94.03,94.2,95.37,94.52,95.87,95.23,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,550,Y,N,N,N,N,N,Y,N,N,N,D,204,0,0,0,1,0
6001062,Mabelvale Middle School,93.53,94.49,93.38,91.89,94.87,91.54,95.26,94.19,RV,RV,RV,RV,RV,RV,RV,RV,0.44,,,,Y,658,N,Y,N,N,Y,N,N,N,N,N,C,222,0,0,1,0,0
6001063,J.A. Fair High School,91.34,87.55,91.83,92.72,92.41,92.32,90.95,91.92,74.63,77.78,73.49,83.33,74.15,83.33,63.64,74.36,6.55,,82.40,95.08,Y,916,Y,N,N,N,Y,N,N,N,N,N,C,217,0,0,1,0,0
6001064,McClellan Magnet High School,89.95,86.54,91.35,87.76,91.12,91.99,89.81,90.76,59.29,42.86,62.78,37.50,69.34,75.00,72.73,69.41,9.05,,81.80,93.71,Y,906,N,Y,N,N,Y,N,N,N,N,N,C,211,0,0,1,0,0
6001067,Alternative Agencies,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,,,,Y,N,N,N,N,N,N,,,,,,,
6001068,Accelerated Learning Program,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,,,,,,,,,,,,,,,,,
6001070,W.D. Hamilton Learning Academy,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,,,,,,,,,,,,,,,,,
6001071,Watson Intermediate School,94.98,95.9,94.45,94.38,95.64,94.93,96.01,95.45,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,413,N,Y,N,N,N,N,Y,N,N,N,D,197,0,0,0,1,0
6001072,Chicot Primary School,93.57,94.51,93.53,91.27,95.24,93.3,94.95,94.74,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,602,Y,N,N,N,N,N,Y,N,N,N,D,197,0,0,0,1,0
6001073,Don Roberts Elementary School,96,96.18,95.6,95.79,95.82,94.97,96.82,95.84,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,893,N,Y,N,Y,N,N,N,N,N,N,B,269,0,1,0,0,0
6001074,Felder Middle Sch Learn Academ,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,,,,,,,,,,,,,,,,,
6001075,Forest Heights Stem Academy,97.02,96.98,97.22,96.37,96.89,97.03,97.33,96.87,RV,RV,RV,RV,RV,RV,RV,RV,1.01,,,,Y,696,Y,N,N,N,N,N,N,N,Y,N,B,249,0,1,0,0,0
6001702,Cloverdale Aerospace Tech Char,90.73,91.25,91.69,83.82,92.81,92.38,92.61,92.46,RV,RV,RV,RV,RV,RV,RV,RV,2,,,,Y,583,Y,N,N,N,Y,N,N,N,N,N,D,208,0,0,0,1,0
6002050,Amboy Elementary School,92.5,95.18,91.17,93.36,93.93,92.16,95.24,93.58,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,377,N,Y,N,Y,N,N,N,N,N,N,D,201,0,0,0,1,0
6002054,Boone Park Elementary School,92.29,92.11,92.5,91.15,92.5,93.61,94.07,93.35,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,340,N,Y,N,Y,N,N,N,N,N,N,F,176,0,0,0,0,1
6002055,Crestwood Elementary School,96.05,95.79,95.18,96.76,96.92,94.99,96.4,96.13,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,499,N,Y,N,N,N,N,Y,N,N,N,C,216,0,0,1,0,0
6002056,Glenview Elementary School,94.32,94.83,94.15,94.72,95.34,93.79,94.95,94.81,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,164,Y,N,N,Y,N,N,N,N,N,N,D,201,0,0,0,1,0
6002057,Indian Hills Elementary School,95.34,89.6,95.05,95.86,96.1,94.52,91.17,95.35,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,575,Y,N,N,N,N,N,Y,Y,N,N,C,217,0,0,1,0,0
6002058,Lakewood Elementary School,95.65,94.21,95.71,95.88,95.29,96.3,94.75,95.48,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,423,Y,N,N,Y,N,N,N,N,N,N,C,213,0,0,1,0,0
6002060,Lynch Drive Elementary School,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,,,,,,,,,,,,,,,,,
6002061,Meadow Park Elementary School,93.46,92.43,93.84,92.15,94.22,92.75,92.23,93.95,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,430,N,Y,N,Y,N,N,N,N,N,N,D,187,0,0,0,1,0
6002063,No. Heights Elementary School,94.63,95.31,94.61,93.86,95.65,93.97,96.57,95.55,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,415,Y,N,N,N,N,N,Y,N,N,N,D,190,0,0,0,1,0
6002064,Park Hill Elementary School,94.54,94.07,94.77,94.12,95.41,94.57,94.55,94.68,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,324,Y,N,N,Y,N,N,N,N,N,N,F,174,0,0,0,0,1
6002065,Pike View Elementary School,92.64,91.37,92.66,92.47,94.44,92.18,92.97,93.3,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,354,Y,N,N,N,N,N,Y,N,N,N,D,183,0,0,0,1,0
6002067,Redwood Pre-School,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,,,,,,,,,,,,,,,,,
6002069,Seventh Street Elem. School,92.97,55.85,93.88,92.15,93.61,92.46,0,93.43,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,286,Y,N,N,N,N,N,N,N,Y,N,D,190,0,0,0,1,0
6002070,Lakewood Middle School,94.98,93.67,95.13,94.99,95.61,95.72,95.19,95.65,RV,RV,RV,RV,RV,RV,RV,RV,3.88,,,,Y,1149,N,Y,N,N,N,N,Y,N,N,N,D,193,0,0,0,1,0
6002080,North Little Rock Academy,79.04,69.88,80.2,76.16,81.76,85.51,74.69,82.74,10.42,RV,9.52,RV,8.33,RV,RV,10.26,29.73,,,100.00,Y,154,Y,N,N,Y,N,N,N,N,N,N,,,,,,,
6002081,Ridgeroad Middle School,92.44,93.17,93.11,90.48,93.73,92.96,93.34,93.28,RV,RV,RV,RV,RV,RV,RV,RV,0.78,,,,Y,618,Y,N,N,Y,N,N,N,N,N,N,D,193,0,0,0,1,0
6002082,North Little Rock High School,93.37,92.31,93.73,93.05,93.45,93.44,92.76,93.35,85.02,82.61,80.94,91.24,79.39,81.82,83.33,79.74,5.31,,34.40,58.79,Y,2468,Y,N,N,Y,N,N,N,N,N,N,C,215,0,0,1,0,0
6003090,Adkins Pre-K Center,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,,,,,,,,,,,,,,,,,
6003092,Baker Interdistrict Elem. Sch.,95.89,95.34,95.7,96.29,95.1,95.74,97.08,96,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,419,Y,N,N,Y,N,N,N,N,N,N,B,267,0,1,0,0,0
6003093,Crystal Hill Elementary,95.19,95.02,95.01,95.29,95.34,94.79,94.99,94.97,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,640,Y,N,N,Y,N,N,N,N,N,N,C,234,0,0,1,0,0
6003094,Bayou Meto Elementary School,91.93,91.39,91.69,91.99,91.41,92.69,90.27,91.72,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,281,Y,N,N,Y,N,N,N,N,N,N,C,225,0,0,1,0,0
6003095,Clinton Elementary School,94.27,93.67,95.07,93.53,95.53,93.25,94.52,94.69,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,585,Y,N,N,Y,N,N,N,N,N,N,C,214,0,0,1,0,0
